rMAGs,Completeness (%),Contamination (%),EGS (Mbp),group,phylum,class,order,family,genus
SRR14932612_bin.25,94.92063492,1.785714286,3.381668629,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__M30B66,g__M30B66
SRR14932612_bin.27,86.63765738,4.12135805,3.82612885,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Contendobacter
SRR14932612_bin.28,79.7752809,0,1.406525915,WWTP,Patescibacteria,c__JAEDAM01,o__BD1-5,f__UBA2023,g__JAGOMW01
SRR14932612_bin.37,93.39112969,2.313084112,4.843590633,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rhodoferax
SRR14932612_bin.41,85.00275028,3.646864686,3.431946462,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niabella
SRR14932612_bin.46,80.88833883,1.98019802,5.074094471,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__M3007
SRR14932612_bin.47,93.49457216,2.286877395,2.322421621,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__
SRR14932612_bin.50,93.03630363,5.462046205,3.608364804,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__JADJVK01
SRR14932612_bin.51,98.25396825,0.952380952,3.148977525,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__UBA2475
SRR14932612_bin.53,99.48002189,0.738916256,3.431595777,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter
SRR14932612_bin.60,82.04149893,1.123595506,3.418175914,WWTP,Spirochaetota,c__Leptospirae,o__Turneriellales,f__Turneriellaceae,g__Turneriella
SRR14932612_bin.62,90.10127803,2.716823406,4.065274679,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__GCA-013693735
SRR14932612_bin.66,93.13390313,4.326923077,6.854217746,WWTP,Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__UBA5066,g__UBA5066
SRR14932612_bin.70,90.08346582,6.418918919,7.086175075,WWTP,Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__,g__
SRR14932612_bin.79,94.64285714,0.892857143,2.97831926,WWTP,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__,g__
SRR14932612_bin.8,98.0952381,0.634920635,4.420002559,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767,f__UBA4408,g__CAIKXD01
SRR14932612_bin.88,95,1.584133653,3.821075375,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Accumulibacter
SRR14932612_bin.90,93.06679374,3.053490513,3.456244497,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas
SRR14932612_bin.91,89.65517241,0.563765736,2.989985066,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UBA1930
SRR14932612_bin.92,97.61904762,0.952380952,3.304186919,WWTP,Bacteroidota,c__Bacteroidia,o__NS11-12g,f__UKL13-3,g__JAGPCK01
SRR14932613_bin.11,76.67688117,2.6878167,1.213201049,WWTP,Patescibacteria,c__JAEDAM01,o__BD1-5,f__UBA2023,g__JAGOMW01
SRR14932613_bin.12,80.17241379,0,4.33374628,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__
SRR14932613_bin.13,85.17515052,4.121510673,3.186489461,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter
SRR14932613_bin.14,98.38709677,2.258064516,4.021494518,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prolixibacteraceae,g__
SRR14932613_bin.18,94.19813903,0.755336617,3.561116205,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__OLB11
SRR14932613_bin.28,83.18019943,5.128205128,5.127902542,WWTP,Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,g__WHSN01
SRR14932613_bin.35,100,0,5.681228,WWTP,Spirochaetota,c__Leptospirae,o__Leptospirales,f__Leptospiraceae,g__UBA2033
SRR14932613_bin.38,76.98412698,3.095238095,3.433268316,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21
SRR14932613_bin.40,95.13556619,7.814992026,7.283738558,WWTP,Myxococcota,c__Polyangia,o__Polyangiales,f__SG8-38,g__
SRR14932613_bin.41,99.0521327,0.157977883,3.711426743,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Accumulibacter
SRR14932613_bin.43,92.42085661,0.628068393,4.203312257,WWTP,Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,g__UTCHB3
SRR14932613_bin.44,81.94688824,2.419354839,3.562536316,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__FEN-979,g__CAIVAT01
SRR14932613_bin.45,78.55026455,4.047619048,3.103313263,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__
SRR14932613_bin.48,93.14473932,1.956521739,2.098008928,WWTP,Proteobacteria,c__Alphaproteobacteria,o__UBA9219,f__RGZA01,g__RGZA01
SRR14932613_bin.49,92.04004329,4.137431832,3.728348927,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium
SRR14932613_bin.5,82.90366721,3.147235906,2.905239687,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter
SRR14932613_bin.52,92.82608696,0,2.143188478,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__UBA1573
SRR14932613_bin.54,85.87848933,0.738916256,2.620057613,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__OLB11
SRR14932613_bin.55,91.55512906,0.801826678,2.110200438,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas
SRR14932613_bin.6,89.72772277,2.227722772,3.830224499,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__JADJGA01
SRR14932613_bin.60,78.66447729,2.380952381,2.876962529,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JAFLBI01
SRR14932613_bin.64,88.82352941,2.5,6.264896786,WWTP,Spirochaetota,c__Leptospirae,o__Leptospirales,f__Leptospiraceae,g__
SRR14932613_bin.65,94.55445545,0.330033003,5.813873231,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__
SRR14932613_bin.71,76.01880878,0.862068966,3.478625106,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Aquaspirillaceae,g__Rivicola
SRR14932613_bin.73,81.32651982,2.837073264,5.390347338,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Ancalomicrobiaceae,g__Pinisolibacter
SRR14932613_bin.74,97.95379538,1.98019802,3.496059195,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB8
SRR14932614_bin.14,87.83475783,4.748338082,4.764184126,WWTP,Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__UBA5066,g__UBA5066
SRR14932614_bin.18,97.53694581,3.858784893,4.045340789,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008
SRR14932614_bin.19,95.08960573,1.344086022,4.029951248,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__PHOS-HE28,g__PHOS-HE28
SRR14932614_bin.2,93.88613861,0.495049505,3.293861842,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB9
SRR14932614_bin.20,93.41764071,2.250121892,3.120030228,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium
SRR14932614_bin.25,92.30769231,6.369248036,3.432230399,WWTP,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Microtrichaceae,g__IMCC26207
SRR14932614_bin.26,98.0952381,0.476190476,2.987563459,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767-A,f__OLB10,g__OLB10
SRR14932614_bin.34,86.04816639,4.064039409,3.027107056,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UBA1930
SRR14932614_bin.37,85.53905391,3.044554455,4.639367126,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008
SRR14932614_bin.38,94.94026284,1.419753086,2.635146906,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__UBA5862,g__
SRR14932614_bin.39,91.0472973,5.405405405,2.744155127,WWTP,Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Pseudobdellovibrio
SRR14932614_bin.4,98.36065574,1.930783242,4.266540092,WWTP,Bacteroidota,c__Kapabacteria,o__OLB7,f__OLB7,g__OLB7
SRR14932614_bin.44,93.30340349,1.293103448,3.367591714,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__
SRR14932614_bin.49,80.40752351,5.172413793,1.200595507,WWTP,Patescibacteria,c__JAEDAM01,o__BD1-5,f__UBA2023,g__JAGOMW01
SRR14932614_bin.5,79.05276705,1.891891892,3.021855444,WWTP,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Phycicoccus_A
SRR14932614_bin.51,94.08866995,0,2.532346351,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__JADIYW01,g__JADJSS01
SRR14932614_bin.52,79.7752809,1.123595506,1.466154787,WWTP,Patescibacteria,c__JAEDAM01,o__BD1-5,f__UBA2023,g__
SRR14932614_bin.54,92.23864258,1.231527094,2.737048802,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavipsychrobacter
SRR14932614_bin.55,85.5453149,4.946236559,7.30876179,WWTP,Myxococcota,c__Polyangia,o__Palsa-1104,f__JAEUJZ01,g__JAGNNG01
SRR14932614_bin.59,95.04950495,0.742574257,3.933233239,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB8
SRR14932614_bin.60,75.55787691,2.463768116,1.979511665,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__Micavibrio_A
SRR14932614_bin.61,83.13557371,4.120378802,3.808903746,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Alicycliphilus
SRR14932614_bin.64,91.66666667,3.07076934,3.948787305,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Azonexus
SRR14932614_bin.73,82.02716823,0.626959248,0.77102842,WWTP,Patescibacteria,c__Paceibacteria,o__UBA9983_A,f__UBA1006,g__
SRR14932614_bin.76,94.38687392,0.690846287,2.631704377,WWTP,Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Marmoricola
SRR14932614_bin.79,87.95648796,3.086419753,3.415659208,WWTP,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Microtrichaceae,g__AWTP1-35
SRR14932614_bin.83,94.82758621,0.837438424,2.737234077,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__JADIYW01,g__JADJSS01
SRR14932615_bin.15,95.05376344,2.652329749,10.07291294,WWTP,Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__JABFXX01
SRR14932615_bin.16,81.94318207,2.397204616,3.028825978,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium
SRR14932615_bin.17,86.62980516,1.675362088,2.607970637,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Gallionellaceae,g__Nitrotoga
SRR14932615_bin.2,94.18649838,6.674565561,4.60149319,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Azonexus
SRR14932615_bin.6,77.29885057,3.615216201,3.097256321,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__JADIYW01,g__JADJSS01
SRR14932615_bin.8,93.25842697,4.783792986,3.736717737,WWTP,Spirochaetota,c__Leptospirae,o__Turneriellales,f__Turneriellaceae,g__Turneriella
SRR14932616_bin.17,92.36206897,2.990147783,3.474858985,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Chiayiivirga
SRR14932616_bin.18,86.34408602,6.574500768,6.695290012,WWTP,Myxococcota,c__Polyangia,o__Polyangiales,f__SG8-38,g__JADJJE01
SRR14932616_bin.20,92.93924466,3.078817734,4.269668264,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__BACL12,g__UBA7236
SRR14932616_bin.23,89.94623656,1.91858679,8.162536494,WWTP,Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__UBA2376
SRR14932616_bin.27,84.45897436,1.59047619,3.689777489,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Amaricoccus
SRR14932617_bin.1,88.26164875,2.598566308,3.421026591,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__F082,g__
SRR14932617_bin.10,96.81658879,0.959612817,4.935505409,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rubrivivax
SRR14932617_bin.11,79.48275862,0.862068966,3.384908604,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium
SRR14932617_bin.12,90.34058566,4.177899687,2.237176523,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Arenimonas
SRR14932617_bin.15,82.29372937,0.495049505,4.995980462,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB9
SRR14932617_bin.19,96.75675676,0.540540541,2.545889135,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Taishania
SRR14932617_bin.20,75.83594566,3.605015674,0.959920457,WWTP,Patescibacteria,c__Paceibacteria,o__UBA9983_A,f__CSBR16-119,g__
SRR14932617_bin.21,80.65955118,0.755336617,3.272698655,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter
SRR14932617_bin.24,91.97132616,3.288530466,3.958581078,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__PHOS-HE28,g__PHOS-HE28
SRR14932617_bin.26,87.03554234,2.241043614,2.517799229,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__JAAFJR01
SRR14932617_bin.27,95.53913519,1.286261631,2.787260754,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__JADIYW01,g__JADJSS01
SRR14932617_bin.28,81.43382353,4.219895029,2.10860472,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__QNYL01
SRR14932617_bin.3,86.18938097,4.245655608,2.890658881,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Azonexus
SRR14932617_bin.6,77.75862069,0,3.030177206,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Thermomonas
SRR14932619_bin.10,90.71557272,1.621621622,3.753239241,WWTP,Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__UBA10799,g__JADKAV01
SRR14932619_bin.12,83.57075024,3.846153846,3.7805976,WWTP,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Microtrichaceae,g__IMCC26207
SRR14932619_bin.15,76.72413793,3.448275862,4.301298595,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__Halioglobus
SRR14932619_bin.18,81.02412052,4.323460065,3.476420823,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dokdonella
SRR14932619_bin.2,82.45382733,3.837658079,3.366984569,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__CAIKUF01
SRR14932619_bin.20,87.18485879,2.60524198,3.642300604,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SRR14932619_bin.21,84.66666667,2.272727273,7.410484619,WWTP,Chloroflexota,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__Caldilinea
SRR14932619_bin.25,83.85017988,4.94997367,3.212251335,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Azonexus
SRR14932619_bin.26,98.51485149,0.742574257,4.6102681,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB9
SRR14932619_bin.3,90.2281746,2.936507937,5.476046717,WWTP,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__JAAUQL01
SRR14932619_bin.36,92.68408531,2.669975618,3.933082216,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dokdonella
SRR14932619_bin.8,90.69306931,5.01650165,2.79468906,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Xanthomarina
SRR14932619_bin.9,99.25595238,0.595238095,4.716385312,WWTP,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Leadbetterella
SRR14932620_bin.13,99.05913978,2.419354839,4.151018304,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__JAEUMD01
SRR14932620_bin.15,90.31827897,4.759316049,3.77799352,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__VBCG01
SRR14932620_bin.17,94.49192783,3.205128205,3.845380626,WWTP,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Microtrichaceae,g__JADJBW01
SRR14932620_bin.18,84.03225806,2.593678723,5.026638768,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__PHOS-HE28,g__PHOS-HE28
SRR14932620_bin.19,97.43589744,5.555555556,3.341403324,WWTP,Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__JAGNEX01,g__JAGNEX01
SRR14932620_bin.21,79.96764108,1.969457609,2.701138808,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Azonexus
SRR14932620_bin.22,98.9747095,1.581605529,2.630330611,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Nitrosomonas
SRR14932620_bin.24,78.31204834,2.200626959,3.113532091,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dokdonella
SRR14932620_bin.6,94.39696106,2.231718898,4.13542139,WWTP,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__UBA668
SRR14932620_bin.7,86.53227082,3.860960145,4.011852368,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__RPQJ01
SRR14932625_bin.1,91.61522634,2.25308642,4.765757641,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Quisquiliibacterium
SRR14932625_bin.12,84.30894309,2.134146341,2.580327427,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__AAP99
SRR14932625_bin.14,98.57987313,0.519031142,4.051484384,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Thiolinea
SRR14932625_bin.17,91.61290323,4.068100358,8.246028767,WWTP,Myxococcota,c__Polyangia,o__Nannocystales,f__Nannocystaceae,g__Nannocystis
SRR14932625_bin.21,100,0,3.288647,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767-A,f__OLB10,g__JAEUTH01
SRR14932625_bin.25,98.02955665,1.97044335,2.241970478,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UBA1930
SRR14932625_bin.3,79.96715928,1.724137931,4.57328746,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008
SRR14932625_bin.30,86.4121604,2.202056866,2.96977619,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Thiothrix
SRR14932625_bin.32,98.92473118,1.075268817,3.428184368,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__PHOS-HE28,g__PHOS-HE28
SRR14932625_bin.35,94.09892024,0.962121212,3.587665214,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dokdonella
SRR14932625_bin.4,79.30415264,3.075196409,7.744239733,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Haliscomenobacter
SRR14932625_bin.41,95.83655084,3.361647362,3.394334562,WWTP,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Ornithinibacter
SRR14932625_bin.42,78.16869462,2.477147893,2.338324523,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__JAAFIP01
SRR14932625_bin.44,89.86315087,1.111760125,3.771222234,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Inhella
SRR14932625_bin.46,96.03960396,0.742574257,3.353198076,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__JAEUUM01
SRR14932625_bin.5,82.53562351,4.508709937,2.964622592,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium
SRR14932625_bin.8,89.04109589,2.876712329,3.547885868,WWTP,Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__UBA2377
SRR14932625_bin.9,98.53662053,0.346020761,4.237545152,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Thiolinea
SRR14932626_bin.1,87.12593059,5.002883506,3.98880734,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Thiolinea
SRR14932626_bin.10,77.05700044,3.051346801,4.382327815,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Acidovorax
SRR14932626_bin.15,77.49853212,2.596345226,3.058291746,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Arenimonas
SRR14932626_bin.16,97.12315271,1.905582923,4.315453222,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__SCMT01
SRR14932626_bin.20,82.78176457,1.129283489,3.09206398,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ottowia
SRR14932626_bin.21,95.0342433,2.698275862,2.976124763,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Chiayiivirga
SRR14932626_bin.6,88.41269841,1.476890113,2.467221438,WWTP,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__
SRR14932629_bin.13,83.27513228,0.756613757,3.529530804,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__JAFLBH01
SRR14932629_bin.19,83.13513514,0.576576577,3.607709164,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__JADJGJ01
SRR14932629_bin.23,85.74986316,1.100164204,4.536789068,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__UBA2359,g__UBA2359
SRR14932629_bin.25,91.63934426,1.147540984,3.822005553,WWTP,Bacteroidota,c__Ignavibacteria,o__SJA-28,f__B-1AR,g__JADJAH01
SRR14932629_bin.28,76.98924731,3.010752688,8.424005305,WWTP,Myxococcota,c__Bradymonadia,o__UBA7976,f__UBA1532,g__CAINDO01
SRR14932629_bin.29,78.98239824,2.392739274,5.473891832,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__M3007
SRR14932629_bin.31,80.52805281,1.776677668,3.310616761,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB9
SRR14932629_bin.33,97.75280899,0.066093853,2.907423923,WWTP,Elusimicrobiota,c__Elusimicrobia,o__F11,f__FEN-1173,g__JADKIY01
SRR14932629_bin.34,95.25139665,0.558659218,3.32244916,WWTP,Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,g__JADJEI01
SRR14932630_bin.10,96.7032967,3.296703297,4.381204604,WWTP,Eisenbacteria,c__RBG-16-71-46,o__CAIMUX01,f__CAIMUX01,g__
SRR14932630_bin.12,98.63861386,0.247524752,5.659646332,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__JADJLQ01
SRR14932630_bin.13,98.57142857,0,3.866460145,WWTP,Bacteroidota,c__Bacteroidia,o__AKYH767,f__UBA4408,g__UBA4408
SRR14932630_bin.17,93.9708561,1.962245405,4.094204871,WWTP,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__ELB16-189
