genome,completeness,contamination,length,N50
SRR14932666_bin.25.fa,83.58,5.31,2471126,6296
SRR14932666_bin.3.fa,58.62,0.0,3143482,13417
SRR14932666_bin.4.fa,76.06,0.9,2779234,4682
SRR14932666_bin.5.fa,57.97,0.99,2311708,2000
SRR14932666_bin.6.fa,63.9,2.0,4441108,2631
SRR14932666_bin.8.fa,80.47,2.64,4049649,7504
SRR14932666_bin.9.fa,64.8,0.0,975332,3758
SRR14932671_bin.1.fa,93.1,1.64,3436283,9516
SRR14932671_bin.11.fa,89.46,1.97,2834907,17982
SRR14932671_bin.14.fa,78.71,2.06,2634048,9402
SRR14932671_bin.18.fa,93.99,3.97,3580575,5871
SRR14932671_bin.19.fa,67.15,1.26,754960,3950
SRR14932671_bin.2.fa,90.08,4.41,2951157,6217
SRR14932671_bin.20.fa,80.79,2.89,2896685,6043
SRR14932671_bin.21.fa,54.18,0.0,3513471,2222
SRR14932671_bin.24.fa,94.65,0.99,2703205,11505
SRR14932671_bin.5.fa,98.35,0.0,3578305,39139
SRR14932671_bin.6.fa,90.31,3.42,2321364,3201
SRR14932671_bin.7.fa,85.44,4.21,11518055,6260
SRR14932671_bin.8.fa,85.16,4.52,4995007,13672
SRR14932671_bin.9.fa,98.03,1.23,5763041,11207
SRR14932672_bin.1.fa,83.17,4.04,2813689,4249
SRR14932672_bin.13.fa,80.48,3.75,3289733,3468
SRR14932672_bin.15.fa,52.49,0.0,545246,3711
SRR14932672_bin.17.fa,96.53,1.49,2978453,46033
SRR14932672_bin.18.fa,65.27,2.97,2409886,3233
SRR14932672_bin.19.fa,63.72,2.23,2244993,3992
SRR14932672_bin.2.fa,95.64,0.77,4056186,25326
SRR14932672_bin.21.fa,92.55,0.74,3438498,8923
SRR14932672_bin.22.fa,67.27,0.48,1648145,3906
SRR14932672_bin.23.fa,78.84,3.24,2974675,4528
SRR14932672_bin.27.fa,72.24,3.2,4044360,2589
SRR14932672_bin.28.fa,88.01,4.09,3716776,13987
SRR14932672_bin.29.fa,91.87,2.0,2913568,12522
SRR14932672_bin.3.fa,67.74,3.31,2088749,4275
SRR14932672_bin.30.fa,84.19,4.57,4925433,8938
SRR14932672_bin.31.fa,94.25,0.99,3547483,9880
SRR14932672_bin.32.fa,96.41,1.49,5047923,27974
SRR14932672_bin.35.fa,61.93,0.0,3395456,5409
SRR14932672_bin.36.fa,71.7,1.72,3557745,2656
SRR14932672_bin.37.fa,84.36,2.33,3094554,4665
SRR14932672_bin.4.fa,62.82,0.0,640532,11510
SRR14932672_bin.5.fa,74.14,0.86,2648688,6369
SRR14932672_bin.6.fa,74.38,2.36,2911845,7250
SRR14932672_bin.7.fa,94.62,0.65,2905252,134143
SRR14932672_bin.8.fa,84.15,2.74,2432381,7403
SRR14932672_bin.9.fa,95.32,0.49,3438758,13105
SRR14932673_bin.1.fa,80.78,5.11,3358715,5345
SRR14932673_bin.10.fa,87.33,4.22,3127329,6357
SRR14932673_bin.11.fa,93.22,1.49,4359000,13953
SRR14932673_bin.13.fa,89.59,0.69,2235322,10406
SRR14932673_bin.16.fa,62.22,0.66,1943570,3100
SRR14932673_bin.17.fa,69.28,2.62,1883786,2369
SRR14932673_bin.18.fa,58.36,0.34,418165,11657
SRR14932673_bin.19.fa,82.58,1.31,2318641,4590
SRR14932673_bin.2.fa,70.0,1.58,2512006,4112
SRR14932673_bin.21.fa,74.5,0.55,2709554,5620
SRR14932673_bin.22.fa,77.7,1.84,2418284,4831
SRR14932673_bin.24.fa,76.14,1.54,1819820,5569
SRR14932673_bin.25.fa,87.8,2.44,2779525,55412
SRR14932673_bin.27.fa,90.78,4.31,5217578,8722
SRR14932673_bin.29.fa,83.42,4.8,3259483,8644
SRR14932673_bin.3.fa,89.69,2.56,7511583,9957
SRR14932673_bin.30.fa,65.25,1.6,2107143,4155
SRR14932673_bin.33.fa,70.01,2.07,482797,3514
SRR14932673_bin.34.fa,61.72,1.43,1759664,2272
SRR14932673_bin.4.fa,74.91,4.56,3033754,4074
SRR14932673_bin.5.fa,79.02,1.77,2422594,4370
SRR14932673_bin.7.fa,61.55,1.83,2104466,4195
SRR14932673_bin.9.fa,73.21,2.56,2973078,6168
SRR14932674_bin.1.fa,85.09,2.57,3074680,7433
SRR14932674_bin.10.fa,83.51,2.04,3088395,4937
SRR14932674_bin.11.fa,88.02,2.61,2025227,3501
SRR14932674_bin.12.fa,82.09,1.6,3019829,3124
SRR14932674_bin.13.fa,94.36,0.96,3285037,24944
SRR14932674_bin.14.fa,90.88,0.15,1593040,7497
SRR14932674_bin.15.fa,96.38,2.65,2892730,17283
SRR14932674_bin.16.fa,85.42,3.74,3493245,7621
SRR14932674_bin.17.fa,58.79,1.49,549132,4590
SRR14932674_bin.18.fa,96.77,0.54,2963946,64665
SRR14932674_bin.19.fa,92.73,0.91,3760621,11233
SRR14932674_bin.2.fa,96.63,1.21,2598380,25524
SRR14932674_bin.20.fa,76.83,1.52,2005599,3753
SRR14932674_bin.23.fa,91.43,1.67,2933970,31385
SRR14932674_bin.24.fa,84.77,2.0,1785104,5280
SRR14932674_bin.26.fa,92.55,2.79,3764468,16653
SRR14932674_bin.27.fa,98.04,0.19,2305966,50028
SRR14932674_bin.28.fa,86.53,2.42,2738594,7639
SRR14932674_bin.29.fa,89.3,0.27,2294488,9256
SRR14932674_bin.3.fa,83.79,1.01,2993683,5916
SRR14932674_bin.30.fa,82.9,0.48,1815089,5103
SRR14932674_bin.31.fa,82.2,1.32,2521986,4093
SRR14932674_bin.32.fa,74.73,0.0,769176,4115
SRR14932674_bin.33.fa,81.99,0.71,3336456,7671
SRR14932674_bin.34.fa,88.1,2.44,4245213,7354
SRR14932674_bin.35.fa,54.65,0.0,826912,3015
SRR14932674_bin.36.fa,89.23,1.47,2104802,8422
SRR14932674_bin.37.fa,88.54,3.82,2131196,4979
SRR14932674_bin.38.fa,97.85,2.69,6654529,19772
SRR14932674_bin.4.fa,92.81,1.95,3421494,9756
SRR14932674_bin.40.fa,73.07,2.19,2065912,2251
SRR14932674_bin.41.fa,93.59,1.82,2754189,5249
SRR14932674_bin.42.fa,66.63,1.98,612254,8145
SRR14932674_bin.43.fa,78.95,1.75,3207961,24044
SRR14932674_bin.45.fa,83.22,0.0,1272576,4367
SRR14932674_bin.46.fa,62.37,2.28,1727876,1897
SRR14932674_bin.5.fa,84.33,2.26,1514217,4258
SRR14932674_bin.6.fa,96.48,1.15,2218520,7601
SRR14932674_bin.7.fa,77.56,0.73,1676408,2903
SRR14932674_bin.8.fa,70.66,0.1,1077696,1890
SRR14932674_bin.9.fa,77.44,2.36,1297580,2354
SRR14932675_bin.1.fa,94.31,1.38,2470631,42269
SRR14932675_bin.10.fa,99.75,0.0,2950798,165176
SRR14932675_bin.11.fa,87.97,2.02,4540094,8356
SRR14932675_bin.12.fa,72.4,2.87,2686153,5901
SRR14932675_bin.13.fa,68.48,0.85,4965750,4355
SRR14932675_bin.15.fa,91.58,2.67,7862567,7998
SRR14932675_bin.16.fa,73.7,1.68,1780566,2679
SRR14932675_bin.17.fa,90.48,5.04,6706329,10375
SRR14932675_bin.19.fa,93.96,5.24,7936839,29121
SRR14932675_bin.2.fa,97.01,3.07,3544128,17327
SRR14932675_bin.20.fa,65.52,0.0,1718044,9525
SRR14932675_bin.21.fa,94.77,1.73,5389024,15353
SRR14932675_bin.24.fa,98.21,1.34,3391679,70962
SRR14932675_bin.26.fa,88.64,3.41,6642803,20078
SRR14932675_bin.27.fa,75.65,2.36,2948509,4514
SRR14932675_bin.28.fa,54.28,0.54,1194948,2114
SRR14932675_bin.30.fa,95.08,2.38,3607332,10644
SRR14932675_bin.32.fa,84.62,3.56,5926791,14450
SRR14932675_bin.33.fa,85.09,4.06,8032245,17011
SRR14932675_bin.34.fa,97.86,6.08,6652687,43537
SRR14932675_bin.36.fa,67.69,0.56,818475,12477
SRR14932675_bin.38.fa,98.28,1.97,3440482,65681
SRR14932675_bin.39.fa,88.19,1.98,2672184,11365
SRR14932675_bin.4.fa,94.3,1.29,2809620,19625
SRR14932675_bin.40.fa,90.55,3.43,3763800,6892
SRR14932675_bin.41.fa,50.13,0.0,627403,5457
SRR14932675_bin.43.fa,99.52,0.0,3052337,101834
SRR14932675_bin.44.fa,80.24,2.77,3242658,2859
SRR14932675_bin.45.fa,71.78,0.99,998117,92221
SRR14932675_bin.47.fa,77.26,2.74,2250102,3219
SRR14932675_bin.48.fa,58.86,0.16,943924,5317
SRR14932675_bin.5.fa,63.01,1.63,2888753,2191
SRR14932675_bin.6.fa,99.98,0.0,3954310,85474
SRR14932675_bin.7.fa,88.33,2.73,3741434,5564
SRR14932675_bin.8.fa,87.8,3.11,4819432,8026
SRR14932675_bin.9.fa,63.11,1.98,2532439,4759
SRR14932678_bin.1.fa,88.7,2.62,5087523,8281
SRR14932678_bin.10.fa,97.74,0.21,3905511,32473
SRR14932678_bin.12.fa,96.44,1.31,2364397,26275
SRR14932678_bin.13.fa,99.05,0.95,3259325,45593
SRR14932678_bin.16.fa,83.92,0.94,2738420,10495
SRR14932678_bin.17.fa,70.0,1.5,2437056,3748
SRR14932678_bin.18.fa,73.92,2.3,3316908,4559
SRR14932678_bin.20.fa,85.03,2.85,2949292,6300
SRR14932678_bin.21.fa,75.73,0.84,2251789,3766
SRR14932678_bin.23.fa,64.09,1.72,3420332,1938
SRR14932678_bin.24.fa,87.32,2.1,6906147,5788
SRR14932678_bin.25.fa,94.45,2.99,4015928,13213
SRR14932678_bin.26.fa,84.36,3.87,3556984,5400
SRR14932678_bin.27.fa,77.2,2.25,2751239,3403
SRR14932678_bin.29.fa,97.06,0.86,4134442,40864
SRR14932678_bin.30.fa,77.15,1.48,3374073,6403
SRR14932678_bin.31.fa,69.7,0.0,1785820,12602
SRR14932678_bin.33.fa,84.09,4.6,3333181,9742
SRR14932678_bin.35.fa,70.15,3.52,2221446,3555
SRR14932678_bin.6.fa,91.36,2.91,3431866,13877
SRR14932678_bin.7.fa,93.59,3.09,3434156,5854
SRR14932678_bin.8.fa,76.07,1.08,2327414,3237
SRR14932678_bin.9.fa,82.55,2.88,2211624,5450
SRR14932679_bin.10.fa,68.5,3.18,2407684,6732
SRR14932679_bin.12.fa,61.44,1.12,1552377,2207
SRR14932679_bin.13.fa,85.61,1.09,3500615,13076
SRR14932679_bin.15.fa,67.54,0.0,3034418,5584
SRR14932679_bin.16.fa,65.22,1.27,2456242,5007
SRR14932679_bin.2.fa,82.91,5.4,4025143,3390
SRR14932679_bin.3.fa,96.45,1.97,3280478,21777
SRR14932679_bin.5.fa,88.05,1.95,2571317,6311
SRR14932679_bin.6.fa,91.74,2.46,3263613,9584
SRR14932679_bin.7.fa,63.78,0.0,787627,13426
SRR14932679_bin.8.fa,96.89,0.99,6273379,15091
SRR14932679_bin.9.fa,70.21,3.84,2765756,3068
SRR14932690_bin.1.fa,90.79,2.95,7333671,12617
SRR14932690_bin.10.fa,63.38,1.01,3736454,3054
SRR14932690_bin.12.fa,54.55,0.0,726681,4701
SRR14932690_bin.14.fa,86.67,6.44,3015433,4388
SRR14932690_bin.15.fa,75.64,2.07,3623849,2942
SRR14932690_bin.16.fa,97.08,1.69,3437174,23049
SRR14932690_bin.17.fa,84.36,3.51,3198986,3726
SRR14932690_bin.18.fa,79.09,1.23,3433358,6366
SRR14932690_bin.19.fa,69.78,2.35,2787785,7485
SRR14932690_bin.2.fa,62.42,1.98,4352134,3494
SRR14932690_bin.20.fa,91.61,5.78,13431703,11513
SRR14932690_bin.21.fa,73.37,3.02,2496269,4355
SRR14932690_bin.23.fa,71.57,2.08,2212128,5460
SRR14932690_bin.25.fa,96.8,0.0,3653647,79304
SRR14932690_bin.26.fa,60.53,1.75,2010476,3755
SRR14932690_bin.27.fa,59.81,1.75,5188077,8287
SRR14932690_bin.28.fa,90.22,4.54,3630107,11778
SRR14932690_bin.3.fa,85.52,2.93,3275038,5368
SRR14932690_bin.30.fa,81.77,4.64,1917482,3644
SRR14932690_bin.31.fa,93.18,1.14,4564340,31286
SRR14932690_bin.32.fa,91.54,2.81,5058045,9477
SRR14932690_bin.33.fa,93.6,3.56,3143499,10227
SRR14932690_bin.37.fa,93.33,2.14,2817547,13527
SRR14932690_bin.38.fa,63.1,1.92,5353513,1838
SRR14932690_bin.39.fa,96.43,0.49,5377234,11734
SRR14932690_bin.4.fa,91.13,0.76,3836486,15576
SRR14932690_bin.40.fa,96.08,1.5,2618341,17196
SRR14932690_bin.42.fa,80.57,2.81,8814983,5133
SRR14932690_bin.43.fa,84.26,1.93,2853256,6630
SRR14932690_bin.44.fa,82.23,2.34,3218265,10079
SRR14932690_bin.45.fa,57.92,0.0,2685979,4990
SRR14932690_bin.47.fa,90.09,4.95,3135152,10275
SRR14932690_bin.5.fa,96.51,1.52,4077623,22444
SRR14932690_bin.51.fa,68.68,0.22,2755313,3123
SRR14932690_bin.6.fa,77.12,4.09,3067900,9953
SRR14932690_bin.7.fa,78.91,4.75,3607953,4519
SRR14932690_bin.8.fa,91.24,1.8,3287057,40924
SRR14932690_bin.9.fa,96.21,0.74,4075656,28642
SRR14932691_bin.1.fa,92.11,1.97,2529056,6963
SRR14932691_bin.11.fa,72.05,2.3,2859612,2578
SRR14932691_bin.13.fa,65.52,1.72,2982704,8795
SRR14932691_bin.14.fa,92.88,3.2,3606507,13277
SRR14932691_bin.15.fa,79.22,2.73,2868552,6070
SRR14932691_bin.16.fa,93.85,1.6,3967318,24077
SRR14932691_bin.17.fa,66.51,0.91,1569989,4370
SRR14932691_bin.18.fa,94.68,0.9,3756433,35466
SRR14932691_bin.20.fa,88.88,5.84,3299575,7014
SRR14932691_bin.21.fa,72.63,3.71,2439481,4166
SRR14932691_bin.22.fa,59.96,0.0,624341,7310
SRR14932691_bin.23.fa,87.66,0.57,2792786,16789
SRR14932691_bin.24.fa,72.19,0.37,1847103,6501
SRR14932691_bin.25.fa,71.58,3.4,2132113,4329
SRR14932691_bin.26.fa,84.43,0.93,2147707,5990
SRR14932691_bin.27.fa,70.9,3.52,2803972,3350
SRR14932691_bin.28.fa,71.58,1.66,3128398,4848
SRR14932691_bin.29.fa,55.02,0.16,747833,6904
SRR14932691_bin.3.fa,86.05,3.42,3293156,9046
SRR14932691_bin.30.fa,59.99,0.47,2496614,5481
SRR14932691_bin.31.fa,73.15,1.39,858545,36548
SRR14932691_bin.32.fa,72.94,1.71,4313764,2508
SRR14932691_bin.33.fa,62.27,0.0,989135,4682
SRR14932691_bin.35.fa,85.22,2.14,3002940,7766
SRR14932691_bin.38.fa,71.19,3.33,2511365,5995
SRR14932691_bin.4.fa,88.02,2.18,4827092,9105
SRR14932691_bin.6.fa,71.9,2.78,2290057,2747
SRR14932691_bin.8.fa,50.84,0.09,4070361,4475
SRR14932691_bin.9.fa,89.93,2.96,3688655,15260
SRR14932692_bin.1.fa,94.78,2.61,3900398,43468
SRR14932692_bin.10.fa,74.07,0.93,892986,54944
SRR14932692_bin.12.fa,83.8,1.65,3292780,8668
SRR14932692_bin.13.fa,76.36,4.27,2838195,7075
SRR14932692_bin.14.fa,67.73,0.1,3233434,7924
SRR14932692_bin.15.fa,90.94,0.85,2806376,24188
SRR14932692_bin.16.fa,85.6,3.13,3066924,9367
SRR14932692_bin.17.fa,85.64,5.24,4393501,4174
SRR14932692_bin.18.fa,70.24,1.14,2348782,6006
SRR14932692_bin.19.fa,57.16,0.12,1731640,1981
SRR14932692_bin.2.fa,90.9,2.41,3001099,8107
SRR14932692_bin.20.fa,64.55,1.27,2939017,11695
SRR14932692_bin.21.fa,78.45,1.56,2572823,5446
SRR14932692_bin.22.fa,96.5,1.48,2808323,20356
SRR14932692_bin.23.fa,86.55,2.73,2929273,6723
SRR14932692_bin.24.fa,64.19,0.0,656711,8501
SRR14932692_bin.25.fa,90.15,3.21,4822547,11193
SRR14932692_bin.26.fa,74.22,0.09,4844960,4818
SRR14932692_bin.27.fa,60.27,0.91,2115703,2418
SRR14932692_bin.28.fa,82.61,4.7,3072277,7255
SRR14932692_bin.29.fa,66.67,1.03,778788,18948
SRR14932692_bin.3.fa,72.95,3.67,2375555,2448
SRR14932692_bin.30.fa,79.73,3.92,3266202,4068
SRR14932692_bin.31.fa,74.05,3.97,2289762,4569
SRR14932692_bin.32.fa,75.75,0.19,3431720,5708
SRR14932692_bin.33.fa,78.44,3.92,1934563,9045
SRR14932692_bin.35.fa,64.85,2.97,700245,15855
SRR14932692_bin.36.fa,51.72,0.0,1031688,4353
SRR14932692_bin.37.fa,74.48,0.0,1367014,18453
SRR14932692_bin.38.fa,60.97,1.72,913998,7165
SRR14932692_bin.4.fa,80.94,2.56,5158963,7396
SRR14932692_bin.40.fa,93.23,1.21,3935759,27364
SRR14932692_bin.41.fa,77.67,1.93,2531249,6235
SRR14932692_bin.42.fa,82.7,2.18,3072652,5571
SRR14932692_bin.44.fa,93.57,1.64,3354347,13468
SRR14932692_bin.45.fa,89.62,0.85,3351171,10318
SRR14932692_bin.49.fa,78.3,3.89,2728432,5144
SRR14932692_bin.5.fa,86.27,1.54,3557367,7823
SRR14932692_bin.6.fa,96.06,0.49,3659082,62128
SRR14932692_bin.7.fa,90.25,0.93,2409755,15006
SRR14932692_bin.8.fa,70.34,3.17,2414422,3156
SRR14932692_bin.9.fa,94.07,2.61,3735505,17419
SRR14932693_bin.1.fa,91.86,3.14,5025913,6064
SRR14932693_bin.10.fa,85.2,1.34,3552116,9670
SRR14932693_bin.12.fa,80.23,0.47,2548638,5492
SRR14932693_bin.13.fa,97.51,0.25,3668106,26681
SRR14932693_bin.14.fa,96.04,1.24,3158802,64699
SRR14932693_bin.15.fa,79.73,2.89,3151337,6102
SRR14932693_bin.16.fa,68.77,1.5,782802,9095
SRR14932693_bin.17.fa,73.81,2.01,2344652,2966
SRR14932693_bin.18.fa,88.77,4.79,3146972,5202
SRR14932693_bin.20.fa,74.87,0.55,2979701,2877
SRR14932693_bin.21.fa,97.04,2.55,2516330,8777
SRR14932693_bin.23.fa,83.58,0.06,1044154,5659
SRR14932693_bin.24.fa,75.52,3.78,2503787,5575
SRR14932693_bin.25.fa,93.85,1.14,2897469,13317
SRR14932693_bin.26.fa,97.26,0.83,2920453,32167
SRR14932693_bin.27.fa,83.54,0.74,2995729,18176
SRR14932693_bin.28.fa,89.23,3.45,7007434,8384
SRR14932693_bin.3.fa,94.8,2.51,3775774,17361
SRR14932693_bin.30.fa,81.38,2.09,2675578,15027
SRR14932693_bin.31.fa,81.25,3.16,2963487,8621
SRR14932693_bin.32.fa,64.45,0.0,843755,9473
SRR14932693_bin.34.fa,95.36,1.41,3965727,19172
SRR14932693_bin.36.fa,89.39,2.63,3922279,75743
SRR14932693_bin.38.fa,92.48,2.77,3262727,11790
SRR14932693_bin.39.fa,75.46,2.53,5452859,3059
SRR14932693_bin.40.fa,90.0,4.55,7643316,14199
SRR14932693_bin.42.fa,82.97,2.69,2479462,8325
SRR14932693_bin.44.fa,82.08,2.01,3011636,3379
SRR14932693_bin.45.fa,95.16,3.31,5007476,9053
SRR14932693_bin.47.fa,56.4,0.99,669369,3251
SRR14932693_bin.48.fa,83.43,3.03,3848286,12259
SRR14932693_bin.5.fa,94.31,0.99,3570189,23459
SRR14932693_bin.51.fa,80.66,2.36,2198259,6454
SRR14932693_bin.8.fa,84.65,3.05,3919368,6230
SRR14932693_bin.9.fa,96.63,2.25,5784687,32592
SRR14932695_bin.1.fa,68.98,3.33,990118,10160
SRR14932695_bin.10.fa,87.63,4.48,3200711,3534
SRR14932695_bin.11.fa,73.67,3.89,1988939,4388
SRR14932695_bin.12.fa,53.89,0.0,2001282,1498
SRR14932695_bin.13.fa,55.06,0.22,897372,3560
SRR14932695_bin.15.fa,82.68,0.03,1297642,6552
SRR14932695_bin.16.fa,59.27,1.4,631606,6993
SRR14932695_bin.17.fa,72.69,0.0,979374,71646
SRR14932695_bin.18.fa,87.39,1.03,3638680,7389
SRR14932695_bin.19.fa,88.1,2.95,3483262,6874
SRR14932695_bin.2.fa,71.18,0.0,1140700,76645
SRR14932695_bin.20.fa,98.28,0.0,2958735,34686
SRR14932695_bin.21.fa,99.26,0.0,3508117,38758
SRR14932695_bin.3.fa,81.59,3.41,3210648,13077
SRR14932695_bin.6.fa,96.45,2.49,3231643,11776
SRR14932695_bin.7.fa,54.45,0.17,2639571,1840
SRR14932695_bin.8.fa,78.62,3.52,2546350,5622
SRR14932695_bin.9.fa,84.07,0.68,1884323,5260
SRR14932697_bin.1.fa,87.92,1.93,3643566,4122
SRR14932697_bin.11.fa,80.54,5.3,4225326,6458
SRR14932697_bin.13.fa,81.88,2.23,3978384,5669
SRR14932697_bin.14.fa,81.96,0.73,2564963,5016
SRR14932697_bin.15.fa,89.95,2.39,2323054,8614
SRR14932697_bin.16.fa,79.68,5.39,3051751,4923
SRR14932697_bin.17.fa,82.0,5.38,3614202,11503
SRR14932697_bin.19.fa,96.81,1.58,3207758,13907
SRR14932697_bin.2.fa,97.7,3.4,3491084,13873
SRR14932697_bin.20.fa,89.69,2.22,3492186,6764
SRR14932697_bin.3.fa,99.05,0.71,3063170,71013
SRR14932697_bin.4.fa,92.0,0.25,3505774,55608
SRR14932697_bin.8.fa,82.0,5.17,3230149,4675
SRR14932697_bin.9.fa,93.54,1.7,2751825,14571
SRR14932698_bin.1.fa,88.44,1.04,2807161,19366
SRR14932698_bin.10.fa,61.0,1.72,2775582,2391
SRR14932698_bin.11.fa,72.95,0.19,1017940,6730
SRR14932698_bin.12.fa,55.63,0.0,855141,2561
SRR14932698_bin.13.fa,95.68,0.0,2439168,74651
SRR14932698_bin.14.fa,79.92,0.65,7149213,7076
SRR14932698_bin.15.fa,97.86,5.74,6699919,93426
SRR14932698_bin.16.fa,95.79,0.14,2872262,12014
SRR14932698_bin.17.fa,87.4,4.59,4363556,8339
SRR14932698_bin.19.fa,98.21,1.19,3400636,123754
SRR14932698_bin.2.fa,93.96,0.93,2797086,15100
SRR14932698_bin.20.fa,77.57,1.67,3548450,12006
SRR14932698_bin.23.fa,68.17,0.92,819277,162842
SRR14932698_bin.24.fa,96.38,0.76,5300061,14773
SRR14932698_bin.25.fa,71.85,3.12,3892640,5723
SRR14932698_bin.26.fa,95.45,3.41,6857296,27968
SRR14932698_bin.27.fa,87.25,6.41,3546142,6427
SRR14932698_bin.28.fa,85.91,3.28,6153265,7981
SRR14932698_bin.29.fa,89.92,3.55,6585797,10161
SRR14932698_bin.3.fa,77.98,1.67,3024835,5523
SRR14932698_bin.30.fa,62.3,2.18,2324882,4455
SRR14932698_bin.32.fa,65.07,1.17,2622637,6182
SRR14932698_bin.33.fa,86.4,1.42,4690190,14251
SRR14932698_bin.35.fa,99.98,0.0,3945555,144584
SRR14932698_bin.36.fa,73.58,2.67,2843539,2583
SRR14932698_bin.37.fa,69.4,2.91,2633872,3160
SRR14932698_bin.38.fa,93.96,2.64,8070839,34225
SRR14932698_bin.39.fa,52.71,0.16,2377680,2987
SRR14932698_bin.4.fa,86.74,3.29,3973508,21504
SRR14932698_bin.40.fa,98.28,0.49,3544917,67304
SRR14932698_bin.41.fa,77.65,1.94,2766771,12291
SRR14932698_bin.42.fa,100.0,0.22,3460120,21913
SRR14932698_bin.5.fa,83.58,2.18,7514248,9138
SRR14932698_bin.6.fa,100.0,0.0,2991179,135555
SRR14932698_bin.9.fa,99.75,0.0,2714293,168976
SRR14932699_bin.1.fa,92.19,1.14,2865065,20831
SRR14932699_bin.10.fa,75.54,4.96,3163161,3658
SRR14932699_bin.11.fa,94.31,2.27,2993757,19527
SRR14932699_bin.13.fa,88.42,2.56,2605921,8394
SRR14932699_bin.14.fa,67.24,1.84,2337489,3112
SRR14932699_bin.15.fa,88.94,3.85,4712691,13531
SRR14932699_bin.16.fa,78.98,2.28,2234294,3725
SRR14932699_bin.19.fa,98.03,1.54,4128200,64925
SRR14932699_bin.2.fa,84.84,2.61,3052054,4526
SRR14932699_bin.21.fa,88.15,5.74,3511695,7952
SRR14932699_bin.24.fa,80.53,2.88,3643139,3406
SRR14932699_bin.25.fa,79.02,1.93,3427884,6452
SRR14932699_bin.26.fa,77.88,3.2,3277850,5385
SRR14932699_bin.27.fa,88.81,2.94,3194709,6744
SRR14932699_bin.28.fa,91.9,1.97,4021334,10198
SRR14932699_bin.3.fa,80.44,4.03,2735564,4801
SRR14932699_bin.30.fa,86.37,2.78,3151450,6665
SRR14932699_bin.31.fa,63.8,1.48,2134637,4016
SRR14932699_bin.7.fa,81.33,5.6,2855214,5249
SRR14932699_bin.8.fa,69.07,2.13,2180189,3169
SRR14932699_bin.9.fa,92.09,1.85,3943855,8220
SRR14932700_bin.1.fa,67.73,2.17,2757954,3590
SRR14932700_bin.10.fa,90.69,3.42,3714100,6485
SRR14932700_bin.11.fa,91.58,2.97,2769655,8587
SRR14932700_bin.12.fa,80.7,1.19,4312888,5314
SRR14932700_bin.13.fa,87.63,4.69,4893956,4559
SRR14932700_bin.14.fa,70.97,3.33,3181892,2349
SRR14932700_bin.15.fa,76.36,2.99,3158899,6252
SRR14932700_bin.16.fa,99.73,3.11,3881252,14084
SRR14932700_bin.17.fa,55.25,0.0,686339,6523
SRR14932700_bin.18.fa,96.38,5.68,3882840,17049
SRR14932700_bin.2.fa,67.32,0.36,3295419,2099
SRR14932700_bin.20.fa,67.48,0.63,917706,9105
SRR14932700_bin.21.fa,55.09,0.99,727025,4604
SRR14932700_bin.22.fa,92.27,5.04,1881759,40377
SRR14932700_bin.23.fa,97.14,0.48,3044388,109263
SRR14932700_bin.26.fa,92.61,1.85,4060582,12180
SRR14932700_bin.27.fa,92.71,1.17,3019572,5648
SRR14932700_bin.28.fa,50.8,0.0,1098430,1617
SRR14932700_bin.3.fa,65.11,2.56,2347713,2396
SRR14932700_bin.32.fa,66.4,3.21,3908395,3464
SRR14932700_bin.5.fa,93.81,0.74,2979732,22985
SRR14932700_bin.6.fa,87.34,4.51,3487344,4080
SRR14932700_bin.8.fa,84.02,4.14,3799841,4963
SRR14932701_bin.1.fa,81.33,3.22,2493671,6438
SRR14932701_bin.10.fa,91.22,1.67,3914068,10704
SRR14932701_bin.12.fa,70.67,3.61,2275203,3279
SRR14932701_bin.13.fa,69.1,1.73,4526902,3895
SRR14932701_bin.15.fa,94.83,5.99,2962176,7144
SRR14932701_bin.16.fa,88.06,1.64,2582514,9411
SRR14932701_bin.17.fa,89.24,3.85,3062236,5479
SRR14932701_bin.19.fa,86.01,3.43,3383263,7375
SRR14932701_bin.2.fa,93.85,2.22,2820651,12392
SRR14932701_bin.21.fa,96.62,1.52,2917101,11801
SRR14932701_bin.22.fa,95.73,2.14,3835802,14997
SRR14932701_bin.23.fa,62.59,0.0,2638170,5050
SRR14932701_bin.24.fa,77.55,5.46,2465603,3977
SRR14932701_bin.25.fa,56.9,0.0,1710279,8605
SRR14932701_bin.26.fa,94.47,1.24,2793527,16398
SRR14932701_bin.28.fa,87.47,1.35,2187378,5982
SRR14932701_bin.3.fa,91.72,2.27,2273960,12030
SRR14932701_bin.30.fa,90.62,1.22,3340362,38239
SRR14932701_bin.34.fa,96.37,1.96,3817906,22976
SRR14932701_bin.35.fa,60.56,0.5,849597,2873
SRR14932701_bin.37.fa,85.08,2.1,2040748,8162
SRR14932701_bin.38.fa,92.26,2.47,3366494,8883
SRR14932701_bin.39.fa,61.92,1.57,1713237,2342
SRR14932701_bin.4.fa,77.37,3.64,4090241,3811
SRR14932701_bin.42.fa,58.58,1.69,2558824,2164
SRR14932701_bin.5.fa,81.49,2.21,2059750,12724
SRR14932701_bin.6.fa,64.11,1.88,2347648,2028
SRR14932701_bin.7.fa,67.46,0.63,2474187,3216
SRR14932701_bin.9.fa,96.43,1.59,2982033,45074
SRR14932702_bin.1.fa,93.1,2.47,3596719,12963
